"Step","fcn_resnet50_tversky_loss - train_loss","fcn_resnet50_tversky_loss - train_loss__MIN","fcn_resnet50_tversky_loss - train_loss__MAX","fcn_resnet50_dice_loss - train_loss","fcn_resnet50_dice_loss - train_loss__MIN","fcn_resnet50_dice_loss - train_loss__MAX","fcn_resnet50_binary_loss - train_loss","fcn_resnet50_binary_loss - train_loss__MIN","fcn_resnet50_binary_loss - train_loss__MAX"
"2","0.7591275572776794","0.7591275572776794","0.7591275572776794","0.8044049739837646","0.8044049739837646","0.8044049739837646","1.0435105562210083","1.0435105562210083","1.0435105562210083"
"3","0.9701720476150513","0.9701720476150513","0.9701720476150513","1.3454809188842773","1.3454809188842773","1.3454809188842773","0.8919930458068848","0.8919930458068848","0.8919930458068848"
"4","0.902045726776123","0.902045726776123","0.902045726776123","0.9536865949630737","0.9536865949630737","0.9536865949630737","0.676216721534729","0.676216721534729","0.676216721534729"
"5","-0.7031071186065674","-0.7031071186065674","-0.7031071186065674","0.9131255745887756","0.9131255745887756","0.9131255745887756","0.7129099369049072","0.7129099369049072","0.7129099369049072"
"6","0.8958563208580017","0.8958563208580017","0.8958563208580017","1.1368489265441895","1.1368489265441895","1.1368489265441895","0.5560850501060486","0.5560850501060486","0.5560850501060486"
"7","1.1803209781646729","1.1803209781646729","1.1803209781646729","0.9874134063720703","0.9874134063720703","0.9874134063720703","0.4601028859615326","0.4601028859615326","0.4601028859615326"
"8","0.7241448163986206","0.7241448163986206","0.7241448163986206","0.8748462200164795","0.8748462200164795","0.8748462200164795","0.322304904460907","0.322304904460907","0.322304904460907"
"9","0.814493715763092","0.814493715763092","0.814493715763092","0.7954878211021423","0.7954878211021423","0.7954878211021423","0.33560487627983093","0.33560487627983093","0.33560487627983093"
"13","0.942761242389679","0.942761242389679","0.942761242389679","0.8569607734680176","0.8569607734680176","0.8569607734680176","0.24039395153522491","0.24039395153522491","0.24039395153522491"
"14","0.38326603174209595","0.38326603174209595","0.38326603174209595","0.8315517902374268","0.8315517902374268","0.8315517902374268","0.2171420007944107","0.2171420007944107","0.2171420007944107"
"15","1.2636511325836182","1.2636511325836182","1.2636511325836182","0.7945307493209839","0.7945307493209839","0.7945307493209839","0.192228302359581","0.192228302359581","0.192228302359581"
"16","0.9837988615036011","0.9837988615036011","0.9837988615036011","0.8268596529960632","0.8268596529960632","0.8268596529960632","0.19390694797039032","0.19390694797039032","0.19390694797039032"
"17","0.8951186537742615","0.8951186537742615","0.8951186537742615","1.0124399662017822","1.0124399662017822","1.0124399662017822","0.17089223861694336","0.17089223861694336","0.17089223861694336"
"18","0.8166201710700989","0.8166201710700989","0.8166201710700989","0.9562508463859558","0.9562508463859558","0.9562508463859558","0.1660219132900238","0.1660219132900238","0.1660219132900238"
"19","0.9562168717384338","0.9562168717384338","0.9562168717384338","0.8713932633399963","0.8713932633399963","0.8713932633399963","0.15610581636428833","0.15610581636428833","0.15610581636428833"
"20","0.673504650592804","0.673504650592804","0.673504650592804","0.9355475902557373","0.9355475902557373","0.9355475902557373","0.14350378513336182","0.14350378513336182","0.14350378513336182"
"24","0.8879711627960205","0.8879711627960205","0.8879711627960205","0.9190477132797241","0.9190477132797241","0.9190477132797241","0.13630791008472443","0.13630791008472443","0.13630791008472443"
"25","0.7956804633140564","0.7956804633140564","0.7956804633140564","0.9048281908035278","0.9048281908035278","0.9048281908035278","0.13012388348579407","0.13012388348579407","0.13012388348579407"
"26","0.7840296030044556","0.7840296030044556","0.7840296030044556","0.860447883605957","0.860447883605957","0.860447883605957","0.1419733613729477","0.1419733613729477","0.1419733613729477"
"27","0.8926737904548645","0.8926737904548645","0.8926737904548645","0.9285861253738403","0.9285861253738403","0.9285861253738403","0.12076199799776077","0.12076199799776077","0.12076199799776077"
"28","0.8901224136352539","0.8901224136352539","0.8901224136352539","0.8133260011672974","0.8133260011672974","0.8133260011672974","0.1090131551027298","0.1090131551027298","0.1090131551027298"
"29","0.7596548795700073","0.7596548795700073","0.7596548795700073","0.9192760586738586","0.9192760586738586","0.9192760586738586","0.1348390281200409","0.1348390281200409","0.1348390281200409"
"30","0.8403719663619995","0.8403719663619995","0.8403719663619995","1.0203765630722046","1.0203765630722046","1.0203765630722046","0.12038539350032806","0.12038539350032806","0.12038539350032806"
"31","0.7816457748413086","0.7816457748413086","0.7816457748413086","0.801569938659668","0.801569938659668","0.801569938659668","0.2045947015285492","0.2045947015285492","0.2045947015285492"
"35","0.8472652435302734","0.8472652435302734","0.8472652435302734","0.8296107053756714","0.8296107053756714","0.8296107053756714","0.1027274876832962","0.1027274876832962","0.1027274876832962"
"36","0.9563214778900146","0.9563214778900146","0.9563214778900146","0.7227938175201416","0.7227938175201416","0.7227938175201416","0.10282961279153824","0.10282961279153824","0.10282961279153824"
"37","0.8649521470069885","0.8649521470069885","0.8649521470069885","0.8800007104873657","0.8800007104873657","0.8800007104873657","0.09955337643623352","0.09955337643623352","0.09955337643623352"
"38","0.7727018594741821","0.7727018594741821","0.7727018594741821","0.8726062774658203","0.8726062774658203","0.8726062774658203","0.0967894122004509","0.0967894122004509","0.0967894122004509"
"39","1.3424959182739258","1.3424959182739258","1.3424959182739258","0.9434627294540405","0.9434627294540405","0.9434627294540405","0.11302991211414337","0.11302991211414337","0.11302991211414337"
"40","0.5573490858078003","0.5573490858078003","0.5573490858078003","0.2580808699131012","0.2580808699131012","0.2580808699131012","0.0973847508430481","0.0973847508430481","0.0973847508430481"
"41","0.845908522605896","0.845908522605896","0.845908522605896","0.9511260390281677","0.9511260390281677","0.9511260390281677","0.08140997588634491","0.08140997588634491","0.08140997588634491"
"42","0.8781704902648926","0.8781704902648926","0.8781704902648926","1.0115878582000732","1.0115878582000732","1.0115878582000732","0.09978858381509781","0.09978858381509781","0.09978858381509781"
"46","0.7447819709777832","0.7447819709777832","0.7447819709777832","0.999313235282898","0.999313235282898","0.999313235282898","0.08866077661514282","0.08866077661514282","0.08866077661514282"
"47","1.0109566450119019","1.0109566450119019","1.0109566450119019","0.9042030572891235","0.9042030572891235","0.9042030572891235","0.08607140183448792","0.08607140183448792","0.08607140183448792"
"48","0.42359063029289246","0.42359063029289246","0.42359063029289246","0.8546078205108643","0.8546078205108643","0.8546078205108643","0.08826766163110733","0.08826766163110733","0.08826766163110733"
"49","0.8335524797439575","0.8335524797439575","0.8335524797439575","0.8326008319854736","0.8326008319854736","0.8326008319854736","0.09996441006660461","0.09996441006660461","0.09996441006660461"
"50","0.8083671927452087","0.8083671927452087","0.8083671927452087","0.9135128259658813","0.9135128259658813","0.9135128259658813","0.07923698425292969","0.07923698425292969","0.07923698425292969"
"51","0.8849074840545654","0.8849074840545654","0.8849074840545654","0.8094068765640259","0.8094068765640259","0.8094068765640259","0.07937063276767731","0.07937063276767731","0.07937063276767731"
"52","0.7976279258728027","0.7976279258728027","0.7976279258728027","1.0068062543869019","1.0068062543869019","1.0068062543869019","0.0736834853887558","0.0736834853887558","0.0736834853887558"
"53","0.8703086376190186","0.8703086376190186","0.8703086376190186","0.9572166204452515","0.9572166204452515","0.9572166204452515","0.10114699602127075","0.10114699602127075","0.10114699602127075"